nome_regione,ufficio_giudiziario,distretto,tipologia_procedura,provvedimento,procedura_rg
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,102/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,103/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,104/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,105/1996
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,106/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,106/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,106/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,107/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,109/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,109/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,109/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,11/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,111/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,111/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,112/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,112/1991
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,112/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,112/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,112/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,113/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,113/2000
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,114/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,114/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,114/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,115/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,115/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,116/2000
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,116/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,116/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,117/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,117/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,117/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,118/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,118/1991
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,118/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,119/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,12/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,12/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,120/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,121/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,122/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,122/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,123/1981
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,123/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,123/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,123/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,123/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,124/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,124/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,125/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,125/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,125/2006
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,126/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,126/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,127/1997
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,127/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,128/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,128/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,128/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,128/2017
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,13/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,130/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,131/2006
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,132/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,132/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,133/1991
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,133/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,133/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,133/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,133/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,134/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,134/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,134/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,134/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,135/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,135/2000
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,135/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,135/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,135/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,137/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,138/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,139/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,139/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,139/2006
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,139/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,139/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,139/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,140/2006
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,141/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,141/2006
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,142/1997
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,143/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,143/2006
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,143/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,143/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,143/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,144/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,145/1977
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,145/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,145/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,145/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,146/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,146/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,147/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,148/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,148/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,148/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,149/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,149/1996
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,149/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,149/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,15/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,15/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,150/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,150/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,153/1990
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,153/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,154/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,154/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,155/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,155/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,155/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,156/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,156/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,157/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,157/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,157/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,157/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,157/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,157/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,158/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,158/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,158/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,159/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,16/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,16/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,162/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,163/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,164/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,165/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,166/2000
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,167/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,168/2000
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,168/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,168/2016
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,169/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,169/2000
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,169/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,170/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,170/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,171/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,171/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,171/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,172/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,173/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,173/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,174/1982
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,174/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,174/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,174/2016
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,175/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,175/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,176/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,176/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,177/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,178/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,179/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,18/2006
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,181/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,181/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,181/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,182/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,183/1985
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,183/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,183/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,183/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,184/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,185/1984
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,185/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,186/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,186/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,186/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,187/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,187/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,187/2018
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,188/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,189/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,189/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,19/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,19/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,190/2016
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,191/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,192/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,192/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,193/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,193/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,193/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,194/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,194/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,194/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,195/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,195/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,196/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,2/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,20/1984
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,20/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,200/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,201/1992
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,201/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,202/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,202/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,203/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,203/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,204/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,205/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,206/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,206/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,206/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,207/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,207/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,208/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,208/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,209/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,209/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,209/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,21/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,21/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,210/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,211/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,211/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,212/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,213/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,213/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,214/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,215/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,216/1984
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,216/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,216/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,216/2016
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,217/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,218/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,218/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,22/1994
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,22/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,220/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,220/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,222/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,225/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,227/2001
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,228/1992
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,228/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,228/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,229/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,23/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,231/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,231/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,233/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,235/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,236/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,236/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,237/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,237/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,238/1984
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,238/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,239/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,239/1984
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,239/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,239/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,24/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,240/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,241/1985
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,241/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,242/2012
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,243/2005
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,244/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,245/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,246/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,247/1999
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,247/2004
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,248/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,248/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,249/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,249/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,25/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,25/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,250/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,250/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,251/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,252/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,253/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,253/2011
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,254/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,255/1984
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,255/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,256/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,256/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,258/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,258/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,260/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,260/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,260/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,261/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,262/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,264/1992
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,265/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,265/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,266/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,268/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,268/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,269/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,27/1996
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,27/2002
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,270/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,270/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,270/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,272/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,276/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,278/1998
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,278/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,28/1982
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,28/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,281/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,282/2010
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,284/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,284/2009
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,286/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,287/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,287/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,29/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,290/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,291/1993
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,294/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,3/1984
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,30/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,304/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,305/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,306/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,307/2013
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,308/1983
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,31/1995
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,31/2003
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,31/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,31/2014
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,312/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,315/2008
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,319/2015
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,32/2007
Sicilia,Tribunale,Palermo,Misure di Prevenzione,Confisca def.,32/2008
