nome_regione,ufficio_giudiziario,distretto,tipologia_procedura,provvedimento,procedura_rg
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,63/2004
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,64/2009
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,65/2007
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,65/2009
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,68/2007
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,71/2003
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,73/2003
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,74/2008
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,75/2009
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,75/2010
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,76/2010
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,78/2002
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,8/1988
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,8/2009
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,81/2005
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,85/2017
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,87/2004
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,88/2004
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,88/2009
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,9/2010
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,91/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,92/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,93/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,94/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,95/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,96/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,97/2005
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,97/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,98/2011
Campania,Tribunale,Napoli,Misure di Prevenzione,Confisca def.,99/2009
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Conf.,10/2013
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Conf.,116/1987
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Conf.,131/2016
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Conf.,275/2014
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Conf.,29/2015
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Conf. parziale,186/2001
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Seq.,279/2012
Campania,Tribunale,Napoli,Misure di Prevenzione,Revoca Sequ. parziale,5/2015
Campania,Tribunale,Napoli,Procedimento Penale,Confisca def.,37107/2014
Campania,Procura della Repubblica,Nocera Inferiore,Procedimento Penale,Revoca Seq.,1826/1999
Campania,Procura della Repubblica,Nola,Procedimento Penale,Confisca II,116570/2007
Campania,Procura della Repubblica,Nola,Procedimento Penale,Confisca def.,110838/2010
Campania,Procura della Repubblica,Nola,Procedimento Penale,Confisca def.,111526/2007
Campania,Procura della Repubblica,Nola,Procedimento Penale,Confisca def.,3615/1993
Campania,Procura della Repubblica,Nola,Procedimento Penale,Confisca def.,59436/2000
Campania,Tribunale,Nola,Procedimento Penale,Confisca def.,7378/2014
Campania,Corte di Appello,Salerno,Misure di Prevenzione,Confisca def.,1/1996
Campania,Corte di Appello,Salerno,Misure di Prevenzione,Confisca def.,14/2003
Campania,Corte di Appello,Salerno,Misure di Prevenzione,Confisca def.,2/2009
Campania,Corte di Appello,Salerno,Misure di Prevenzione,Confisca def.,25/2006
Campania,Corte di Appello,Salerno,Misure di Prevenzione,Confisca def.,31/2010
Campania,Corte di Appello,Salerno,Misure di Prevenzione,Confisca def.,8/2004
Campania,Corte di Appello,Salerno,Misure di Prevenzione,Revoca Conf. parziale,2/2010
Campania,Corte di Appello,Salerno,Procedimento Penale,Confisca def.,4/2010
Campania,Corte di Cassazione,Salerno,Misure di Prevenzione,Confisca def.,35/2015
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca I,2729/2012
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,1016/2003
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,1119/2002
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,1452/1998
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,272/2013
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,3451/1999
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,4/2015
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,4685/2004
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,4824/2002
Campania,Procura della Repubblica,Salerno,Procedimento Penale,Confisca def.,5019/2009
Campania,Tribunale,Salerno,Misure di Prevenzione,,45/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca I,1/2017
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca I,60/2012
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca II,13/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca II,25/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca II,26/2014
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca II,39/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca II,6/2014
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,1/1987
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,1/1993
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,1/2001
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,1/2008
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,1/2009
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,1/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,10/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,12/2008
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,13/2003
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,13/2008
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,14/2014
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,19/2014
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,2/1994
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,2/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,20/2011
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,21/2011
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,22/1999
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,22/2006
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,22/2011
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,22/2014
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,22/2017
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,23/1992
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,24/2013
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,24/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,25/2004
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,28/2010
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,29/2009
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,29/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,3/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,30/2006
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,30/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,31/2013
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,34/2007
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,35/2012
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,38/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,4/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,40/2014
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,42/2010
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,43/2010
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,44/2005
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,45/2007
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,46/2009
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,47/2009
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,48/2008
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,5/1998
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,51/2012
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,6/2008
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,7/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,7/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,8/2011
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,9/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Confisca def.,9/2017
Campania,Tribunale,Salerno,Misure di Prevenzione,Revoca Conf.,42/2015
Campania,Tribunale,Salerno,Misure di Prevenzione,Revoca Conf. parziale,3/2016
Campania,Tribunale,Salerno,Misure di Prevenzione,Revoca Conf. parziale,43/2007
Campania,Tribunale,Salerno,Misure di Prevenzione,Rinvio,17/2014
Campania,Tribunale,Salerno,Misure di Prevenzione,Rinvio,28/2013
Campania,Tribunale,Salerno,Misure di Prevenzione,Rinvio,56/2012
Campania,Tribunale,Salerno,Procedimento Penale,Confisca def.,2414/1997
Campania,Procura della Repubblica,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca I,88/1995
Campania,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,Confisca def.,16056/1997
Campania,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,Confisca def.,289/2009
Campania,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,Confisca def.,56063/2009
Campania,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,Revoca Conf. parziale,9/1998
Campania,Procura della Repubblica,Santa Maria Capua Vetere,Procedimento Penale,Revoca Seq.,14460/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca I,1/2000
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca I,39/2014
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca I,83/2012
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca I,96/1995
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca II,41/2008
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,1/1998
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,1/2004
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,101/2007
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,104/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,113/1995
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,114/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,115/2012
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,116/2007
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,127/2012
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,129/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,14/2015
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,144/1995
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,144/1999
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,148/1995
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,149/1995
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,153/1995
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,156/1999
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,16/2011
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,167/2013
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,18/1999
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,18/2010
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,2/2004
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,2/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,2/2010
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,23/1997
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,25/2007
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,29/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,3/1992
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,3/2001
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,3/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,30/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,32/2003
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,33/2005
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,33/2008
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,34/2000
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,36/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,37/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,38/2011
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,38/2014
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,4/1997
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,4/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,47/2007
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,49/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,51/1995
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,52/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,57/2008
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,61/2007
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,62/2005
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,63/2000
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,72/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,79/1999
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,82/1999
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,92/2003
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,93/2006
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Confisca def.,96/2009
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Revoca Conf.,120/2012
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Revoca Conf.,150/2013
Campania,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione,Revoca Conf.,50/2013
Campania,Tribunale,Santa Maria Capua Vetere,Procedimento Penale,Confisca def.,33580/2011
Campania,Procura della Repubblica,Torre Annunziata,Procedimento Penale,Confisca def.,13159/2009
Campania,Procura della Repubblica,Torre Annunziata,Procedimento Penale,Confisca def.,542/2007
Campania,Procura della Repubblica,Torre Annunziata,Procedimento Penale,Confisca def.,5474/2008
Campania,Procura della Repubblica,Torre Annunziata,Procedimento Penale,Confisca def.,6430/2010
Campania,Procura della Repubblica,Torre Annunziata,Procedimento Penale,Confisca def.,6634/2008
Campania,Procura della Repubblica,Torre Annunziata,Procedimento Penale,Confisca def.,6789/2006
Campania,Procura della Repubblica,Torre Annunziata,Procedimento Penale,Confisca def.,7424/2008
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca I,15880/2008
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca II,8846/2015
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca II,9740/2004
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,11640/2009
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,12229/2008
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,15293/2013
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,15412/2015
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,19006/2016
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,19896/2010
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,4605/2011
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,4793/2011
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,599/2010
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,6413/2015
Emilia Romagna,Procura della Repubblica,Bologna,Procedimento Penale,Confisca def.,69/2016
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,10/2015
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,11/2011
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,12/2009
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,15/2014
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,17/2012
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,19/2011
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,2/2017
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,20/2012
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,20/2017
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,33/2018
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,34/2018
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,36/2016
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,4/2010
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,5/2015
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,6/2003
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,6/2010
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,8/2015
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,9/2000
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,9/2011
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Confisca def.,9/2015
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Revoca Conf.,5/2014
Emilia Romagna,Tribunale,Bologna,Misure di Prevenzione,Rinvio,12/2014
Emilia Romagna,Procura della Repubblica,Ferrara,Procedimento Penale,Confisca def.,2674/2000
Emilia Romagna,Tribunale,Ferrara,Misure di Prevenzione,Confisca def.,1/2014
Emilia Romagna,Tribunale,Ferrara,Misure di Prevenzione,Confisca def.,7/2011
Emilia Romagna,Tribunale,Ferrara,Misure di Prevenzione,Revoca Seq.,6/2016
Emilia Romagna,Tribunale,Forlì,Misure di Prevenzione,Confisca II,3/2014
Emilia Romagna,Procura della Repubblica,Modena,Procedimento Penale,Confisca def.,1935/2015
Emilia Romagna,Procura della Repubblica,Modena,Procedimento Penale,Confisca def.,3292/2016
Emilia Romagna,Procura della Repubblica,Modena,Procedimento Penale,Confisca def.,7981/2015
Emilia Romagna,Tribunale,Modena,Misure di Prevenzione,Confisca def.,1/2013
Emilia Romagna,Tribunale,Modena,Misure di Prevenzione,Confisca def.,2/2016
Emilia Romagna,Tribunale,Modena,Misure di Prevenzione,Confisca def.,3/2013
Emilia Romagna,Tribunale,Modena,Misure di Prevenzione,Confisca def.,4/2011
Emilia Romagna,Tribunale,Modena,Misure di Prevenzione,Confisca def.,5/2010
Emilia Romagna,Tribunale,Modena,Misure di Prevenzione,Confisca def.,6/2012
Emilia Romagna,Tribunale,Modena,Misure di Prevenzione,Confisca def.,7/2012
Emilia Romagna,Procura della Repubblica,Parma,Procedimento Penale,Confisca II,7706/2015
Emilia Romagna,Procura della Repubblica,Parma,Procedimento Penale,Confisca def.,2200/2011
Emilia Romagna,Procura della Repubblica,Parma,Procedimento Penale,Confisca def.,5082/2015
Emilia Romagna,Procura della Repubblica,Parma,Procedimento Penale,Confisca def.,5135/2011
Emilia Romagna,Tribunale,Parma,Misure di Prevenzione,Confisca def.,4/2016
Emilia Romagna,Tribunale,Parma,Misure di Prevenzione,Confisca def.,6480/2016
Emilia Romagna,Procura della Repubblica,Piacenza,Procedimento Penale,Confisca I,670/2017
Emilia Romagna,Procura della Repubblica,Piacenza,Procedimento Penale,Confisca def.,48/1996
Emilia Romagna,Procura della Repubblica,Piacenza,Procedimento Penale,Sequestro,2840/2015
Emilia Romagna,Tribunale,Piacenza,Misure di Prevenzione,Rinvio,1/2016
Emilia Romagna,Procura della Repubblica,Ravenna,Procedimento Penale,Confisca def.,1970/2015
Emilia Romagna,Tribunale,Ravenna,Misure di Prevenzione,Confisca I,3/2015
Emilia Romagna,Tribunale,Reggio Emilia,Misure di Prevenzione,Confisca I,1/2016
Emilia Romagna,Tribunale,Reggio Emilia,Misure di Prevenzione,Confisca I,6/2014
Emilia Romagna,Tribunale,Reggio Emilia,Misure di Prevenzione,Confisca II,11/2014
Emilia Romagna,Tribunale,Reggio Emilia,Misure di Prevenzione,Confisca def.,27/2015
Emilia Romagna,Tribunale,Reggio Emilia,Misure di Prevenzione,Confisca def.,31/2015
Emilia Romagna,Tribunale,Reggio Emilia,Misure di Prevenzione,Confisca def.,6/2013
Emilia Romagna,Tribunale,Reggio Emilia,Misure di Prevenzione,Revoca Conf.,5/2013
Emilia Romagna,Tribunale,Reggio Emilia,Procedimento Penale,Confisca def.,5853/2016
Emilia Romagna,Procura della Repubblica,Rimini,Procedimento Penale,Confisca I,1629/2007
Emilia Romagna,Procura della Repubblica,Rimini,Procedimento Penale,Confisca def.,1986/2013
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Confisca I,1/2016
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Confisca I,7/2014
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Confisca II,28/2015
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Confisca def.,1/2014
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Confisca def.,3/2012
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Confisca def.,4/2001
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Confisca def.,8/2009
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Revoca Conf.,15/2013
Emilia Romagna,Tribunale,Rimini,Misure di Prevenzione,Revoca Conf. parziale,3/2009
Friuli Venezia Giulia,Procura della Repubblica,Gorizia,Procedimento Penale,Confisca def.,945/2013
Friuli Venezia Giulia,Procura della Repubblica,Pordenone,Procedimento Penale,Confisca def.,4531/2007
Friuli Venezia Giulia,Tribunale,Pordenone,Misure di Prevenzione,Confisca def.,2/2011
Friuli Venezia Giulia,Corte di Appello,Trieste,Procedimento Penale,Confisca def.,1/1997
Friuli Venezia Giulia,Procura della Repubblica,Trieste,Procedimento Penale,Confisca def.,3520/2008
Friuli Venezia Giulia,Tribunale,Trieste,Misure di Prevenzione,Confisca I,2/2015
Friuli Venezia Giulia,Procura della Repubblica,Udine,Procedimento Penale,Confisca I,169/2013
Friuli Venezia Giulia,Procura della Repubblica,Udine,Procedimento Penale,Confisca def.,1/2008
Friuli Venezia Giulia,Tribunale,Udine,Misure di Prevenzione,Confisca I,2/2017
Friuli Venezia Giulia,Tribunale,Udine,Misure di Prevenzione,Confisca I,5/2016
Lazio,Procura della Repubblica,Civitavecchia,Procedimento Penale,Confisca def.,1512/2002
Lazio,Procura della Repubblica,Civitavecchia,Procedimento Penale,Confisca def.,5979/2015
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca I,7/2014
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,11/2016
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,13/2007
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,2/2009
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,2/2014
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,23/2010
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,25/2009
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,5/2014
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,6/2010
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,8/2014
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,9/2009
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Confisca def.,909/2009
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Revoca Conf.,10/2014
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Revoca Conf.,25/2015
Lazio,Tribunale,Frosinone,Misure di Prevenzione,Revoca Conf. parziale,4/2009
Lazio,Procura della Repubblica,Latina,Procedimento Penale,Confisca I,9053/2014
Lazio,Procura della Repubblica,Latina,Procedimento Penale,Confisca def.,133/2008
Lazio,Procura della Repubblica,Latina,Procedimento Penale,Confisca def.,168/2007
Lazio,Procura della Repubblica,Latina,Procedimento Penale,Confisca def.,3383/2004
Lazio,Procura della Repubblica,Latina,Procedimento Penale,Confisca def.,6590/2008
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca II,22/2015
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca II,35/2010
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca II,38/2014
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,1/2005
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,1/2013
Lazio,Tribunale,Latina,Misure di Prevenzione,Confisca def.,11/2010
