commitId	author	date	comment	changedFiles	linesAdded	linesDeleted	fileName	URL
046a069	automatico	2020-06-20 18:03:44 +0000	Data e ora aggiornamento: Sat Jun 20 18:03:44 UTC 2020	1	1330		openregio_aziendeDestinate	https://github.com/aborruso/firstaction/commit/046a069
046a069	automatico	2020-06-20 18:03:44 +0000	Data e ora aggiornamento: Sat Jun 20 18:03:44 UTC 2020	1	1330		openregio_aziendeGestione	https://github.com/aborruso/firstaction/commit/046a069
046a069	automatico	2020-06-20 18:03:44 +0000	Data e ora aggiornamento: Sat Jun 20 18:03:44 UTC 2020	1	16520		openregio_immobiliDestinati	https://github.com/aborruso/firstaction/commit/046a069
046a069	automatico	2020-06-20 18:03:44 +0000	Data e ora aggiornamento: Sat Jun 20 18:03:44 UTC 2020	1	17315		openregio_immobiliGestione	https://github.com/aborruso/firstaction/commit/046a069
046a069	automatico	2020-06-20 18:03:44 +0000	Data e ora aggiornamento: Sat Jun 20 18:03:44 UTC 2020	1	4111		openregio_procedureGestione	https://github.com/aborruso/firstaction/commit/046a069
2c0416d	automatico	2020-06-19 22:54:32 +0000	Data e ora aggiornamento: Fri Jun 19 22:54:32 UTC 2020	1	1		openregio_immobiliGestione	https://github.com/aborruso/firstaction/commit/2c0416d
647c5c3	automatico	2020-06-18 22:10:42 +0000	Data e ora aggiornamento: Thu Jun 18 22:10:42 UTC 2020	1	48	7	openregio_immobiliGestione	https://github.com/aborruso/firstaction/commit/647c5c3
